,text,label,word_count,char_length,tokenize_text
2549,We’ve recently published a new Unit 42 white paper on credential theft that we encourage you to read.,identity,18,101,weve recently published new unit white paper credential theft encourage read
2550,"To help customers take steps to better understand and protect against this threat, we’ve posted information in our article PAN-OS Configuration Recommendations to Protect Against Shamoon 2 located in our Threat and Vulnerability Articles section on our Live Community.",threat-actor,39,268,help customer take step better understand protect threat weve posted information article panos configuration recommendation protect shamoon located threat vulnerability article section live community
2551,You can also join in the discussion in our “About Threat and Vulnerability Discussions” on the Live Community.,safe,18,110,also join discussion threat vulnerability discussion live community
2552," Ignite ’17 Security Conference: Vancouver, BC June 12–15, 2017  Ignite ’17 Security Conference is a live, four-day conference designed for today’s security professionals.",TIME,23,171,ignite security conference vancouver bc june ignite security conference live fourday conference designed today security professional
2558,This post is also available in:      日本語 (Japanese)  The Lapsus$ Group threat actor has grown in just a few months from launching a handful of destructive attacks to stealing and publishing source code of multiple top-tier technology companies.,threat-actor,38,244,post also available 日本語 japanese lapsus group threat actor grown month launching handful destructive attack stealing publishing source code multiple toptier technology company
2559,"Though sometimes called a ransomware group in reports, Lapsus$ is notable for not deploying ransomware in extortion attempts.",threat-actor,18,125,though sometimes called ransomware group report lapsus notable deploying ransomware extortion attempt
2560,"In today’s environment, threat actors favor using ransomware to encrypt data and systems and often extort victims for significant amounts of cryptocurrency in exchange for decryption keys, sometimes turning up the pressure with the threat of publishing stolen data.",safe,39,265,today environment threat actor favor using ransomware encrypt data system often extort victim significant amount cryptocurrency exchange decryption key sometimes turning pressure threat publishing stolen data
2561,"Lapsus$, however, is unusual in its approach – for this group, notoriety most often appears to be the goal, rather than financial gain.",threat-actor,23,135,lapsus however unusual approach group notoriety often appears goal rather financial gain
2562, Unit 42 has helped organizations respond to multiple Lapsus$ attacks.,identity,10,70,unit helped organization respond multiple lapsus attack
2563,"The Lapsus$ Group doesn’t employ malware in breached victim environments, doesn’t encrypt data and in most cases, doesn’t actually employ extortion.",attack-pattern,21,148,lapsus group doesnt employ malware breached victim environment doesnt encrypt data case doesnt actually employ extortion
2564,They focus on using a combination of stolen credentials and social engineering to gain access to victims.,attack-pattern,17,105,focus using combination stolen credential social engineering gain access victim
2565,"We’ve also seen them solicit employees on Telegram for their login credentials at specific companies in industries including: telecom, software, gaming, hosting providers and call centers.",SOFTWARE,26,188,weve also seen solicit employee telegram login credential specific company industry including telecom software gaming hosting provider call center
2566," However, the group’s attacks and leaking of stolen data even without extortion can be very damaging.",safe,16,101,however group attack leaking stolen data even without extortion damaging
2567,"In addition, we’ve seen destructive Lapsus$ attacks where the actors got access to an organization’s cloud environment, wiped systems and destroyed over a thousand virtual machines.",threat-actor,26,181,addition weve seen destructive lapsus attack actor got access organization cloud environment wiped system destroyed thousand virtual machine
2568," Although there are no public indicators of compromise (IoCs), and no tactics, techniques and procedures (TTPs) that are unique to Lapsus$ Group, here we will summarize what is known of this threat actor to better enable defenders in understanding and mitigating this threat.",threat-actor,43,275,although public indicator compromise iocs tactic technique procedure ttps unique lapsus group summarize known threat actor better enable defender understanding mitigating threat
2569,Early Targets of Lapsus$ Evolution of Targeted Organizations Mitigation Actions Conclusion,threat-actor,11,90,early target lapsus evolution targeted organization mitigation action conclusion
2571," We first observed the “Lapsus$” handle mid-2021, but the first attack activity quoting that handle was in August 2021, with some U.K. mobile phone customers reporting receiving threatening texts (Figure 1).",threat-actor,31,207,first observed lapsus handle mid first attack activity quoting handle august uk mobile phone customer reporting receiving threatening text figure
2572,"In December 2021, the Ministry of Health of Brazil fell victim to an attack claimed by Lapsus$ (Figure 2).",TIME,19,106,december ministry health brazil fell victim attack claimed lapsus figure
2573,"This included the soon-to-be de rigueur data exfiltration and deletion technique, and also redirection of some DNS records.",safe,18,123,included soontobe de rigueur data exfiltration deletion technique also redirection dns record
2574,"This was followed in short order by attacks on South American telecoms providers Claro and Embratel, Brazilian state-owned postal service “Correios,” and Portuguese media giant Impresa.",location,26,185,followed short order attack south american telecom provider claro embratel brazilian stateowned postal service correios portuguese medium giant impresa
2575,"This initial focus has led to speculation that Lapsus$ Group may be Brazilian, although we understand the choice of targets to have been influenced by extended team members rather than the team leadership.",threat-actor,33,205,initial focus led speculation lapsus group may brazilian although understand choice target influenced extended team member rather team leadership
2576," Apart from Argentinian eCommerce provider Mercado Libre / Mercado Pago, subsequent victimology has departed South America and pivoted to focus on the high-tech sector.  Recent public victims have included:  It should be understood that in addition there are likely any number of other victims, targeted by attacks not known in the public sphere.",location,53,346,apart argentinian ecommerce provider mercado libre mercado pago subsequent victimology departed south america pivoted focus hightech sector recent public victim included understood addition likely number victim targeted attack known public sphere
